ID;Term;Begrepsforklaring;Definisjon;Språkversjoner;Beskrivelsestype;Alternative termer;Kilde;Frarådde termer;Eksempler
BEGREP-447;Kvalitetssystembruker;Omfatter enhver person som er interessent i kvalitetssystemet.;brukere i et kvalitetsystem.;Bokmål;Faglig definisjon;;Kvalitetsprosjektet i NAV;;Interne systembrukere er ansatte, mens eksterne kan være departementet og Riksrevisjon mv.
BEGREP-446;System;;samling av elementer som er innbyrdes beslektet eller gjensidig påvirker hverandre.;Bokmål;Faglig definisjon;;"NS-EN ISO 9000:2006; 
Kvalitetsprosjektet i NAV";;
BEGREP-445;Styrings- og kontrollmiljø;Styrings- og kontrollmiljøet er, sammen med informasjon og kommunikasjon, fundamentet for effektiv internkontroll. «Styrings- og kontrollmiljøet omfatter alt fra forhold som holdninger, atferd, verdier og kompetanse til hvordan ledelsen fordeler ansvar og myndighet, organiserer arbeidet og utvikler virksomhetens menneskelige ressurser. Styrings- og kontrollmiljøet består således av både det formelle og det uformelle i virksomheten. Det formelle styrings- og kontrollmiljøet setter de formelle rammene for virksomheten og omfatter formaliserte og dokumenterte krav som alle ansatte forventes å etterleve (...) Det uformelle (styrings- og kontrollmiljøet) i virksomheten omtales ofte som virksomhetskulturen.»;setter standard for en organisasjon når det gjelder påvirkning av de ansattes holdning til kontroll. Det danner grunnlaget for de andre internkontrollkomponentene og gir orden og struktur.;Bokmål;Faglig definisjon;Kontrollmiljø, internt miljø, virksomhetskulturen;"Definisjon: «Internkontroll - et integrert rammeverk (COSO)», (Oslo 1996, s. 27); 
Begrepsforklaring: «Veileder i internkontroll», (DFØ, Oslo 2013, s. 21)";;"Eksempler på det formelle styrings- og kontrollmiljøet er 
- organisering og fullmaktstrukturer 
- kompetansekrav 
- policyer og prosedyrer som virksomhetens ansatte må forholde seg til 

Eksempler på det uformelle styrings- og kontrollmiljøet er 
- holdninger 
- integritet 
- etiske verdier 
- normer som preger virksomheten"
BEGREP-444;Standardisert arbeidsprosess;"Standardisert arbeidsprosess skal være et hjelpemiddel i arbeidsutførelsen og skal bidra til å innfri de målene og krav som er fastsatt for området. 

Standardisert arbeidsprosess skal inneholde: 
- Prosesstegning 
- Arbeidsrutiner som dekker hvert steg i prosesstegningen 
- Henvisning til rundskriv fra arbeidsrutiner 

De standardiserte arbeidsprosessene kan også inneholde lenker til referansemateriell som ligger utenfor kvalitetssystemet.";den dokumentasjonen medarbeiderne skal benytte i sitt daglige arbeid.;Bokmål;Faglig definisjon;Arbeidsstandard, standard;Kvalitetsprosjektet i NAV;;
BEGREP-443;Servicekvalitet;"Servicekvaliteten i NAV beror på ventetid, oppfølging og opplevd kvalitet på saksbehandlingsprosessen fra start til slutt. 
";i hvilken grad man innfrir ansattes, brukeres og samhandleres krav, behov og forventinger.;Bokmål;Faglig definisjon;;Kvalitetsprosjektet i NAV;;Et vedtak kan være riktig, men hvis ventetiden har vært for lang, eller hvis saksbehandler ikke har ringt tilbake, er ikke dette god servicekvalitet for brukeren.
BEGREP-442;Sannsynlighet;Risiko måles ved å kombinere sannsynlighet og konsekvens.;muligheten for at en gitt hendelse vil inntreffe.;Bokmål;Faglig definisjon;;"""Virkningen av usikkerhet knyttet til mål"". NS-ISO31000:2009; 
Kvalitetsprosjektet i NAV";;
BEGREP-440;Rutine;Rutinen er en handling som setter retningslinjer ut i livet.;beskrivelse av aktiviteter for utførelse av oppgaver i kvalitetssystemet.;Bokmål;Faglig definisjon;;"Kvalitetsprosjektet i NAV; 
""Arbeidstilsynets faktaside for internkontroll"". Side 5 og 21. Hentet 1. november 2013 fra http://www.arbeidstilsynet.no/fakta.html?tid=207426; 
""Overordnede sikkerhetskrav i Arbeids- og velferdsetaten""";;"- HMS-rutiner på arbeidsplassen 
- Rutine for å håndtere avvik, feil og mangler i forbindelse med internkontroll 
- Rapporteringsrutiner for risikovurdering 
- Rutiner for tilgangskontroll"
BEGREP-439;Risikoappetitt;;mengde og type risiko som en organisasjon er villig til å ta tak i eller ta for egen regning.;Bokmål;Faglig definisjon;Risikovilje;"Kvalitetsprosjektet i NAV; 
""Virkningen av usikkerhet knyttet til mål"". NS-ISO31000:2009.";;
BEGREP-438;Risikotoleranse;;organisasjonens eller interessentens vilje til å bære risikoen etter risikohåndtering for å oppnå sine mål.;Bokmål;Faglig definisjon;;"Kvalitetsprosjektet i NAV; 
""Virkningen av usikkerhet knyttet til mål"". NS-ISO31000:2009.";;
BEGREP-437;Risiko;En virkning er et avvik fra det forventede, positiv eller negativ. Risiko måles ved å kombinere sannsynlighet og konsekvens.;virkningen av usikkerhet knyttet til mål.;Bokmål;Faglig definisjon;;"""Virkningen av usikkerhet knyttet til mål"". NS-ISO31000:2009.";;"I forbindelse med informasjonssikkerhet er risiko en funksjon av sannsynligheten eller muligheten for at en sikkerhetshendelse vil inntreffe og den forventede skadevirkningen hendelsen kan medføre. 
"
BEGREP-432;Kvalitetsundersøkelse;"Kvalitetsundersøkelsene har i hovedsak to formål: 

1. Gi grunnlag for en kvalitetsindikator som sier noe om kvalitetsnivået for en bestemt sakstype. 

2. Gi informasjon som kan brukes til læring om årsaksforholdene bak feil i vedtak, som dernest kan brukes til utforming av målrettede tiltak for å forbedre vedtakskvaliteten.";"periodiske og stikkprøvebaserte kvalitetskontroller.
";Bokmål;Faglig definisjon;;Kvalitetsprosjektet i NAV;;
BEGREP-431;Avtale;;et gjensidig løfte.;Bokmål;Folkelig forklaring;;Bokmålsordboka, Kunnskapsforlaget.;;"For å få supplerende stønad er det krav til oppmøte på NAV-kontor noen få ganger i året.

For å få sykepenger må man oppfylle vilkårene, søke, og gi korrekt og tilstrekkelig informasjon."
BEGREP-429;Kvalitetsmåling;;kontroller som er løpende i arbeidsprosessen.;Bokmål;Faglig definisjon;;Kvalitetsprosjektet i NAV;;"- Periodiske etterkontroller 
- Kvalitetsundersøkelser 
- Brukerundersøkelser"
BEGREP-428;Kvalitetsindikator;Kvalitetsindikatorer kan for eksempel inngå både løpende i arbeidsprosessen, i periodiske etterkontroller, i kvalitetsundersøkelser og i brukerundersøkelser.;kvantitativt måletall for kvalitet i en prosess som utkommer av prosessen.;Bokmål;Faglig definisjon;;Kvalitetsprosjektet i NAV;;
BEGREP-426;Kvalitet;"Kvalitet i NAV defineres som en kombinasjon av: 
- Etterlevelse av den definerte arbeidsprosessen 
- Riktig vurdering 
- Interne og eksterne brukeres oppfattelse av kvalitet 

Vektleggingen av disse tre kvalitetsdimensjonene vil variere mellom ulike kjerne-, støtte- og styringsprosesser. Kvalitet må defineres mer presist for den enkelte prosess i form av spesifikke målkrav.";"""beskaffenhet, egenskap, art"".";Bokmål;Faglig definisjon;;"""Kvalitet"". Hentet fra Bokbålsordboka på nett 6. november 2013 fra www.sprakradet.no; 
Kvalitetsprosjektet i NAV";;
BEGREP-425;Kontroll;Kontroll omfatter de elementer i en organisasjon, herunder organisasjonens ressurser, systemer, prosesser, kultur, struktur og oppgaver, som, sett under ett, støtter personer i deres arbeid for å nå organisasjonens målsettinger.;"i vid forstand: Det å ha visshet om at virksomheten drives forsvarlig. 

I snever forstand: Aktivitet som modifiserer risiko. 
";Bokmål;Faglig definisjon;;"Kap.1 i ""Kontroll"" (Oslo, Løken, 1996), CoCo-rapporten (2008, s. 16).";;"Handlingsplaner eller rutiner som sikrer gjennomføring av ledelsens direktiver. Disse sørger for at de handlinger utføres som er nødvendige for å håndtere risiko, som kan hindre oppnåelse av virksomhetens målsettinger.
"
BEGREP-422;Konsekvens;Det kan være en rekke konsekvenser knyttet til en hendelse. Konsekvensen av hendelsen kan være positiv eller negativ for de relaterte målsettinger.;resultat eller effekt av en hendelse.;Bokmål;Faglig definisjon;;"Kvalitetsprosjektet i NAV; 
""Virkningen av usikkerhet knyttet til mål"". NS-ISO31000:2099.";;"- Et stipulert resultat av en organisasjonsendring. 
- Effekten som et eventuelt nytt vedtak vil få for bruker sett opp mot andre ytelser bruker har, ønsker eller har søkt om."
BEGREP-421;Kvalitetssystem;"Kjernen i kvalitetssystemet er beskrivelser av arbeidsprosessene og hvordan disse skal utføres. 
I NAV skal kvalitetssystemet vise hvordan NAV styrer sine prosesser og aktiviteter for å kunne levere tjenester som tilfresstiller de avklarte forventningene til medarbeidere, brukere og samhandlere, både i dag og i fremtiden. Dette betyr systematisering av den beste måten å utføre arbeidet på, herunder innføring av styrende dokumenter, standardiserte arbeidsprosesser, kvalitetsstandarder og kvalitetsindikatorer på alle nivåer i alle arbeidsprosesser. 

Kvalitetssystemet i NAV skal omfatte elementene fra ISO og COSO, som er anerkjente styringssystemer for kvalitet og internkontroll. Dette er to rammeverk som for en stor del er overlappende, men som har noe forskjellig innfallsvinkel og begrepsbruk. 

Kvalitetssystemet gjelder både kjerneprosesser, støtteprosesser og styringsprosesser. I tillegg skal det omfatte både små og store læringssløyfer på ulike nivåer i organisasjonen.";"et kvalitetssystem sikrer at en organisasjonen veiledes og styres i riktig retning, slik at kvaliteten i leveransene blir god nok. 
";Bokmål;Faglig definisjon;;NS-EN ISO 9000:2006, Kvalitetsprosjektet i NAV;;
BEGREP-420;NS-EN ISO 9001;"NS-EN ISO 9001 angir kravene til et system for kvalitetsstyring når en organisasjon trenger å bevise sin evne til å fremskaffe produkter som tilfredsstiller krav fra kunder, krav i aktuelle lover og forskrifter og har som siktemål å bedre kundetilfredsheten. Se også kvalitetssystem. 

";standard utviklet av ISO for å hjelpe organisasjoner av alle slag og størrelser med å iverksette og benytte virkningsfulle systemer for kvalitetsstyring.;Bokmål;Faglig definisjon;;NS-EN ISO 9001:2008, Kvalitetsprosjektet i NAV;;
BEGREP-418;Internkontrollsystem;"Internkontrollsystemet består av følgende elementer: 

A Internkontrollprosessen: 

- Planlegging 
- Risikovurdering 
- Utforming 
- Implementering 
- Oppfølging 
- Rapportering 

B Fundamentet for internkontrollen: 

- Styrings- og kontrollmiljø. Dette kan for eksempel være dokumentasjon av 
roller, ansvar, fullmakter og arbeidsprosesser. En mer uformell del av 
styrings- og kontrollmiljøet er holdninger, integritet, etiske verdier og 
normer. 
- Informasjon og kommunikasjon 

Det er store likheter mellom et internkontrollsystem og et kvalitetsstyringssystem, men begrepene og vinklingen som brukes er litt forskjellige. Internkontrollsystemet vil bidra til bedre kvalitet eksempelvis fordi det legges inn tiltak på riktige steder i arbeidsprosessene.";samling av internkontrollelementer som gjensidig påvirker hverandre.;Bokmål;Faglig definisjon;Rammeverk for internkontroll, kvalitetssystem;Figur 2, s. 20 i Veileder i internkontroll, Direktorat for Økonomiforvaltning 2013.;;
BEGREP-414;Arbeidsprosess;;en prosess beskrevet på operativt nivå i prosesskartet, altså hvilke oppgaver som skal utføres.;Bokmål;Faglig definisjon;;Kvalitetsprosjektet i NAV;;
BEGREP-413;COSO ERM;"COSO ERM er utformet for å identifisere potensielle hendelser som kan påvirke virksomheten, og for å håndtere risiko slik at den er i samsvar med virksomhetens risikoappetitt for å gi rimelig grad av sikkerhet for måloppnåelse for virksomheten. 

Forkortelse for COSOs rammeverk for helhetlig risikostyring (Enterprise Risk Management). 

Rammeverket er ment som en guide for å integrere regler og retningslinjer for styring og internkontroll i virksomheters drift. 

Rammeverket kategoriserer virksomhetens mål innenfor: 

- Strategiske overordnede mål 
- Mål for en hensiktsmessig og effektiv drift 
- Mål for korrekt styringsinformasjon og pålitelig rapportering 
- Mål for etterlevelse av gjeldende lover, regler, avtaler, rutiner 
- Sikring av eiendeler 

Komponenter som innbyrdes henger sammen og som driver virksomheten for å oppnå mål: 

- Internt (kontroll) miljø 
- Etablering av målsettinger 
- Risikostyring 
- Kontrollaktiviteter 
- Informasjon og kommunikasjon 
- Oppfølging";helhetlig risikostyring som prosess, gjennomført av virksomhetens styre, ledelse og ansatte, anvendt i fastsettelsen av strategi og på tvers av virksomheten.;Bokmål;Faglig definisjon;;COSO ERM COSO;;
BEGREP-412;Internkontroll;"Prosessen skal gi måloppnåelse innen følgende områder:
- Målrettet og effektiv drift
- Pålitelig rapportering
- Overholdelse av lover og regler";en prosess gjennomført av virksomhetens ledelse og medarbeidere som er utformet for å gi rimelig grad av sikkerhet for måloppnåelse.;Bokmål;Faglig definisjon;Intern kontroll, internkontrollprosess;"""Veileder i internkontroll"". 2013. Direktoratet for Økonomiforvaltning.";;Effektiv internkontroll forutsetter at virksomheten har etablert et fundament i form av et godt styrings- og kontrollmiljø og en hensiktsmessig informasjon og kommunikasjon. Selve internkontrollprosessen består av planlegging, risikovurdering, utforming, implementering, oppfølging og rapportering.
BEGREP-411;Iboende risiko;;risikoen for en virksomhet i fravær av de tiltak som ledelsen kan iverksette for å endre enten risikoens sannsynlighet eller konsekvens.;Bokmål;Faglig definisjon;;COSO ERM;;
BEGREP-410;Gjenværende risiko;;"""risikoen som er igjen etter at ledelsen har iverksatt tiltak for å endre risikoens sannsynlighet eller konsekvens.""";Bokmål;Faglig definisjon;Restrisiko;COSO ERM;;
BEGREP-401;Aktør-ID;"Aktør-ID er en informasjonsløs identifikator som benyttes til intern elektronisk samhandling i NAV. Når et fagsystem har behov for å slå opp i et annet fagsystem eller i et register for å hente informasjon om en bruker, skal aktør-ID brukes som oppslagsnøkkel. Dermed unngår vi å synliggjøre fødselsnummeret i oppslagsloggene. 

Enkelte fagsystemer i NAV benytter aktør-ID som eneste identifikator. Det mest vanlige er likevel å benytte fødselsnummer/d-nummer som identifikator i et fagsystem. En mer utførlig forklaring finnes i referansearkitekturen for aktør-ID|https://confluence.adeo.no/pages/viewpage.action?pageId=134034711]. Den tekniske løsningen er beskrevet her|https://confluence.adeo.no/x/z48GEQ]. 

Aktør-ID lagres i Aktørregisteret, som blir en integrert del av NAVs nye persondataløsning. Aktørregisteret holder orden på alle identifikatorer som en fysisk person har hatt, og har.";"en NAV-intern identifikator|https://jira.adeo.no/browse/BEGREP-619] for en aktør|https://jira.adeo.no/browse/BEGREP-297] som er en fysisk person|https://jira.adeo.no/browse/BEGREP-165]. 
";Bokmål;Faglig fortolkning;Aktøridentifikator;;;
BEGREP-399;Notat;;et skriftlig dokument som ikke er et inngående eller utgående brev.;Bokmål;Faglig definisjon;Opptegnelse, anmerkning, redegjørelse;;;"- Dokumenter sendt mellom organer/enheter i NAV, f.eks. mellom en forvaltningsenhet og klageenheten. 
- Referat fra samtale eller møte 
- Dokument laget av et organ for internt bruk"
BEGREP-397;Arbeidstidsordning;;en kategori som angir hvilken type arbeidstidsordning arbeidstakeren har.;Bokmål;Faglig definisjon;;"EDAG; 
https://www.altinn.no/Global/a-ordningen/Veiledning%20for%20a-meldingen.pdf";;"Feltet for arbeidstidsordning kan ha følgende verdier: 
- Arbeid offshore - 33,6 timer/uke 
- Døgnkontinuerlig skiftarbeid og turnusarbeid - 35,5 timer/uke 
- Helkontinuerlig skiftarbeid og andre ordninger med 33,6 timer/uke 
- Ikke skift 
- Skiftarbeid - 36,5 timer/uke"
BEGREP-396;Fartsområde;;et avgrenset område der et maritimt arbeidsforhold finner sted.;Bokmål;Faglig definisjon;;FOR-2008-08-18-942 Forskrift om arbeidsgiver- og arbeidstakerregisteret § 6 nr. 1 annet ledd.;;"Feltet kan ha følgende verdier: 

- Innenriks 
- Utenriks"
BEGREP-395;Skipstype;Skipstype skal registreres i Arbeidsgiver- og arbeidstakerregisteret.;en kategori som angir på hvilken type sjøgående fartøy det maritime arbeidsforholdet finner sted.;Bokmål;Faglig fortolkning;;"""Skip"". Store Norske Leksikon. Hentet 21. februar 2014 fra http://snl.no/skip; 
FOR-2008-08-18-942 Forskrift om arbeidsgiver- og arbeidstakerregisteret § 6.1 annet ledd.";;"Feltet for skipstype kan ha følgende verdier: 
- turist 
- boreplattform 
- annet"
BEGREP-393;Avlønningstype;"Dersom flere avlønningstyper er kombinert i utbetalingene skal den mest vanlige velges. Og det er avlønningstypen på avlønningstidspunktet som skal innrapporteres. 

Avlønningstype er styrende for forretnings- og valideringsreglene knyttet til Aa-registeret. Vedlikeholdes som et kodeverk definert av EDAG.";en kode som angir hvilken modell som er blitt brukt for å beregne en arbeidstakers lønn.;Bokmål;Faglig definisjon;;"EDAG; 
https://www.altinn.no/Global/a-ordningen/Veiledning%20for%20a-meldingen.pdf";;"Feltet for avlønningstype kan ha følgende verdier: 
- Fastlønnet 
- Timelønnet 
- Provisjonslønn 
- Akkordlønn som er en avtalt godtgjørelse per produsert enhet eller tjeneste, slik vil lønnen variere i takt med hvor mye som er produsert. Akkorden knyttes gjerne til krav om kvalitet og tid og benyttes i mange næringer bla bygg og anlegg , industri, transport med flere. 
- Honorar"
BEGREP-392;Skipsregister;Dersom et arbeidsforhold har arbeidsforholdstype maritimt arbeidsforhold, skal skipsregisteret skipet er registrert i innrapporteres via A-melding til Aa-registeret.;en kategori som angir hvilken type register det maritime fartøyet er registrert i.;Bokmål;Faglig fortolkning;;"FOR-1992-07-30-593 Forskrift om registrering av skip i norsk ordinært skipsregister § 4; 
FOR-1992-07-30-592 Forskrift om registrering av skip i Norsk Internasjonalt Skipsregister (NIS) § 5; 
FOR-2008-08-18-942 Forskrift om arbeidsgiver- og arbeidstakerregisteret § 6 nr. 1, annet ledd";;"Skipet må være registrert i ett av tre mulige registere: 

- Norsk ordinært skipsregister, forkortet NOR 
- Norsk internasjonalt skipsregister, forkortet NIS 
- Utenlandsk skipsregister, forkortet UTL 
"
BEGREP-391;Arbeidsforholdstype;Avhengig av hvilke typer arbeidsforhold som angis, vil det være forskjellige krav til hvilke ytterligere opplysninger som må innrapporteres.;en verdi som angir hvilken type arbeidsforhold A-meldingen gjelder.;Bokmål;Faglig definisjon;;;;"Et arbeidsforhold må registreres som en av de følgende typene: 

- Ordinært arbeidsforhold dvs. arbeidstakere som arbeider i andres tjeneste for lønn eller annen godtgjørelse (jf. Aa-registerforskriften) 
- Maritimt arbeidsforhold dvs. arbeidstakere til sjøs, på fartøy eller flyttbare innretninger (jf. Aa-registerforskriften § 6) 
- Frilansere/oppdragstakere, styremedlemmer, folkevalgte, personer som innehar tillitsverv, fosterforelder, støttekontakter, avlastere og personer med omsorgslønn 
- Pensjoner og andre typer ytelser, uten ansettelsesforhold, dekning fra lønnsgaranti ordning og konkursbo, personer som deltar i arbeidstreningstiltak for yrkeshemmede når lønnen er definert som mottak av oppmuntringspenger (eks Varig tilrettelagt arbeid VTA), mv."
BEGREP-388;Pseudonym;"Pseudonym kan benyttes som erstatning for navn eller identifikator for å identifisere at noen eller noe er rette person eller instans, uten at man avslører personen eller instansens identitet. 

I forbindelse med IT-sikkerhet vil ofte navn kunne benyttes til å bekrefte pseudonymet, men ikke omvendt.";"""oppdiktet navn, dekknavn""";Bokmål;Folkelig forklaring;;"""Pseudonym"". Hentet 23. oktober 2013 fra Bokmålsordboka på nett, www.sprakradet.no";;"- Kallenavn på internettforum. 
- Dekknavn for forfattere. 
- Identifikatorer med kryptert forbindelse til original identitet."
BEGREP-385;Partsinnsyn;Å ha adgang til å gjøre seg kjent med opplysninger i saken sin.;"""en part har rett til å gjøre seg kjent med sakens dokumenter, for så vidt ikke annet følger av reglene i §§ 18 til 19.""";Bokmål;Rettslig definisjon;;LOV 1967-02-10 Lov om behandlingsmåten i forvaltningssaker (forvaltningsloven) § 18.;;"- Retten til å se dokumentene NAV har om brukeren 
- Retten til å se hva NAV har notert ned fra samtaler med brukeren 
- Retten til å se dokumentasjonen som ligger til grunn for en beregning"
BEGREP-384;Organinternt dokument;Organinterne dokumenter er i utgangspunktet unntatt fra innsyn, men meroffentlighet skal alltid vurderes ved innsynsbegjæring. Dette gjelder uavhengig av om notatet er opprettet i medhold av forvaltningsloven eller offentleglova.;"""dokument som et forvaltningsorgan har utarbeidd for sin egen interne saksforberedelse"".";Bokmål;Rettslig definisjon;Internt dokument;"LOV-1967-02-10 lov om behandlingsmåten i forvaltningssaker (forvaltningsloven) §§ 18 a og b; 
LOV-2006-05-19-16 Lov om rett til innsyn i dokument i offentleg verksemd (offentleglova) §14; 
NOARK 5 v3.1 (pdf). Side 267.";;"- Sjekklister 
- Saksbehandlers vurdering av saken 
- Interne saksbehandlingsblanketter 
- Behandlingsinformasjon notat som dokumenterer en behandlingskjede."
BEGREP-383;Dokumentinnsyn;"""Saksdokument, journalar og liknande register for organet er opne for innsyn dersom ikkje anna følgjer av lov eller forskrift med heimel i lov. Alle kan krevje innsyn i saksdokument, journalar og liknande register til organet hos vedkommande organ.""";allmennhetens adgang til innsyn i private eller offentlige dokumenter som ikke er underlagt taushetsplikt.;Bokmål;Faglig fortolkning;;LOV-2006-05-19-16 Lov om rett til innsyn i dokument i offentleg verksemd (offentleglova) § 2.;;"- Innsyn i kommunale møtereferater 
- Innsyn i geografiske reguleringsplaner 
- Innsyn i møtereferater til en organisasjon"
BEGREP-382;Bostedsadresse;"Adressen angir hvor den gitte personen er regnet som bosatt etter folkeregisterlovgivningen. Bostedsadressen fastsettes i et enkeltvedtak av Skatteetaten. 

Bostedsadressen vil alltid være en norsk stedsadresse eller en norsk gateadresse, og er en av tre godkjente geografiske adressetyper i TPS.";"""en geografisk adresse fra Folkeregisteret som angir hvor en fysisk person bor i juridisk forstand.""";Bokmål;Faglig definisjon;BOAD, Folkeregisteradresse, Folkeregistrert adresse;Adressepolicy for arbeids- og velferdsetaten v. 100 s. 2.;;
BEGREP-380;Fagsak;"""For fagsakene skal de enkelte organer utarbeide egne bevarings- og kassasjonsregler som skal være godkjent av Riksarkivaren før de tas i bruk.""";"""de saker som dekker faglige oppgaver som organer er opprettet for å ivareta"".";Bokmål;Rettslig definisjon;;"""Bevaring og kassasjon for offentlig sektor - felles bevarings- og kassasjonsbestemmelser for statsforvaltningen"" s. 9 og s. 13 Arkivverket; 
FOR-1998-12-11-1193 Forskrift om offentlege arkiv (arkivforskriften) § 3-21 andre ledd";;
BEGREP-379;Registrere;Begrepet brukes som regel i en registersammenheng, men har også en rekke abstraherte betydninger.;"føre inn i register, notere ned eller merke seg. 
";Bokmål;Folkelig forklaring;Å registrere;Bokmålsordboka, Kunnskapsforlaget.;;"Å opprette en registrering i arkivsammenheng. 
Å skrive ned eller lagre informasjon. 
Å oppfatte noe. 
"
BEGREP-377;Data;"Enhver lagring av data i elektronisk format vil være en representasjon av dataene. 
Data som leses i en kontekst vil kunne gi informasjon.";en kjennsgjerning, kode eller en observasjon av informasjon.;Bokmål;Faglig definisjon;;"""Data"". I: Store norske leksikon. Hentet 03.04.2014 fra snl.no/data";;"- Fødselsnummer 
- Dato 
- Navn 
- Temperatur 
- Signaturfremstillingsdata"
BEGREP-376;Versjon;"Versjon er en representasjon av enhetens eller tingens status, utseende eller innhold på et gitt tidspunkt eller i en gitt periode. Ved å ta vare på forskjellige versjoner blir det mulig å spore endringer gjort over et tidsrom. 

Dersom man oppretter noe nytt som er ment å etterligne noe eksisterende eller erstatte dette, kan det også være å anse som en ny versjon av det allerede eksisterende. 

Når et dokument bearbeides er det vanlig å lagre nye versjoner av dokumentet, og siste versjon anses for å være det mest korrekte og oppdaterte.";"en ""u]tgave av et arkivdokument på et bestemt tidspunkt.""";Bokmål;Faglig definisjon;;"NOARK 5 v3.1 (pdf). Side 269. 
""Versjon"". Hentet 9. mai 2014 fra www.klarsprak.no";;
BEGREP-373;Variant;"""En alternativ utgave av et arkivdokument, som arkiveres i tillegg til selve arkivdokumentet. I en variant av et arkivdokument er innholdet endret fra det opprinnelige arkivdokumentet. Den mest vanlige varianten vil være et 'sladdet' dokumentet hvor taushetsbelagt informasjon er fjernet slik at det kan være offentlig tilgjengelig.""";et dokument som avviker fra originalen.;Bokmål;Faglig definisjon;;"""Variant"". I: NOARK 5 v3.1 (pdf). Side 272.";;"- Variantformat = Arkiv i Joark. Dokument er et på format for langtidslagring, som er godkjent av Riksarkivaren 
- Variantformat = Produksjon i Joark for egenproduserte dokumenter. Siste versjon arkiveres som uforanderlig etter ferdigstilling. 
- Variantformat = Original i Joark for mottatte dokumenter 
- Variantformat = Sladdet i Joark for eksternt innsyn (ikke implementert)"
BEGREP-372;Avgjørelse;Avgjørelser som tas gjennom utøvelse av offentlig myndighet kalles beslutninger eller vedtak.;et valg mellom minst to løsningsalternativer.;Bokmål;Folkelig forklaring;;LOV-1967-02-10 Lov om behandlingsmåten i forvaltningssaker (forvaltningsloven).;;"- Å bestemme hvordan NAV organiseres 
- Å velge mellom alternativer 
- Å fatte vedtak 
- Å vedta forskriftsendring"
BEGREP-371;Selvdeklarasjonsordning;;"""enhver ordning der sertifikatutstedere sender inn en selvdeklarasjon til tredjepart med angivelse av at nærmere angitte krav er oppfylt""";Bokmål;Legaldefinisjon;;LOV 2001-06-15 nr 81: Lov om elektronisk signatur (esignaturloven) § 3 nr. 13.;;
BEGREP-370;Godkjenningsordning;"""Enhver ordning der en tredjepart gir tillatelse til at en sertifikatutsteders produkter, prosesser eller tjenester markedsføres eller brukes til nærmere angitte formål eller under angitte betingelser"".";;Bokmål;Legaldefinisjon;;LOV 2001-06-15 nr 81: Lov om elektronisk signatur (esignaturloven) § 3 nr. 12.;;
BEGREP-369;Sertifiseringsordning;"""Enhver ordning der en tredjepart skriftlig bekrefter at en sertifikatutsteders produkter, prosesser eller tjenester oppfyller spesifiserte krav, og der sertifikatutsteder ikke er berettiget til å utøve de rettighetene som sertifiseringen gir før vedkommende har mottatt tredjeparts bekreftelse"".";;Bokmål;Legaldefinisjon;;LOV 2001-06-15 nr 81: Lov om elektronisk signatur (esignaturloven) § 3 nr. 11;;
BEGREP-368;Sertifikatutsteder;;"""en fysisk eller juridisk person som utsteder sertifikater eller tilbyr andre tjenester relatert til elektronisk signatur""";Bokmål;Legaldefinisjon;;LOV 2001-06-15 nr 81: Lov om elektronisk signatur (esignaturloven) § 3 nr. 10.;;"En bank er sertifikatutsteder dersom den deler ut kodebrikker eller andre løsninger for å logge seg på nettbank.
"
BEGREP-367;Signaturverifikasjonssystem;;"""programvare eller maskinvare som benyttes for å verifisere elektronisk signatur ved hjelp av signaturverifikasjonsdata"".";Bokmål;Legaldefinisjon;;LOV 2001-06-15 nr 81: Lov om elektronisk signatur (esignaturloven) § 3 nr. 8.;;Noen krypteringsprogramvare fungerer også som signaturverifikasjonssystemer ved mottak av data. Eksempelvis PGP for e-post.
BEGREP-366;Signaturverifikasjonsdata;;"""unike data, som for eksempel koder eller offentlige nøkler, som benyttes til å verifisere en elektronisk signatur"".";Bokmål;Legaldefinisjon;;LOV 2001-06-15 nr 81: Lov om elektronisk signatur (esignaturloven) § 3 nr. 7.;;Offentlige krypteringsnøkler benyttes i asynkron kryptering til å verifisere at data kryptert med en privat krypteringsnøkkel har rett avsender (er kryptert av rett person).
BEGREP-365;Signaturfremstillingssystem;;"""programvare eller maskinvare som benyttes til å fremstille elektronisk signatur ved hjelp av signaturfremstillingsdata"".";Bokmål;Legaldefinisjon;;LOV 2001-06-15 nr 81: Lov om elektronisk signatur (esignaturloven) § 3 nr. 6.;;"- Kodebrikke til nettbank. 
- BankID 
- Krypteringsprogram til e-post (f.eks. PGP). 
- Buypass"
BEGREP-364;Signaturfremstillingsdata;;"""unike data, som for eksempel koder eller private nøkler, som undertegneren benytter for å fremstille en elektronisk signatur""";Bokmål;Legaldefinisjon;;LOV 2001-06-15 nr 81: Lov om elektronisk signatur (esignaturloven) § 3 nr. 5.;;I asynkron kryptering vil den private krypteringsnøkkelen være signaturfremstillingsdata. Slike data kan verifiseres av vedkommendes offentlige krypteringsnøkkel, signaturverifikasjonsdata.
BEGREP-363;Undertegner;;"""den som disponerer et signaturfremstillingssystem og som handler på vegne av seg selv eller på vegne av en annen fysisk eller juridisk person"".";Bokmål;Legaldefinisjon;;LOV 2001-06-15 nr 81: Lov om elektronisk signatur (esignaturloven) § 3 nr. 4.;;En person som logger seg på nettbank med kodebrikke, altså et signaturfremstillingssystem er undertegner.
