ID;Term;Begrepsforklaring;Definisjon;Språkversjoner;Beskrivelsestype;Alternative termer;Kilde;Frarådde termer;Eksempler
BEGREP-278;Fullmakt;Fullmakt gir kompetanse til å inngå rettslig bindende handlinger på vegne av fullmaktsgiver og kan gis både muntlig og skriftlig.;en viljeserklæring om overføring av [partsrettigheter|BEGREP-282] fra avgiver til en [fysisk person|BEGREP-165] eller [juridisk person|BEGREP-283].;Bokmål;Faglig definisjon;;LOV-1918-05-31-4 Lov om avslutning av avtaler, om fuldmagt og om ugyldige viljeserklæringer [avtaleloven] kapittel 2;Myndighet, delegert myndighet;"Fullmakten kan gi generelle partsrettigheter eller være begrenset: 
- Oppdragsfullmakt 
- Stillingsfullmakt 
- Frasagnsfullmakt (medkontrahenten får beskjed om fullmakten fra fullmaktsgiver)"
BEGREP-277;Register;Registre som inneholder [personopplysninger|BEGREP-182] er [personregistre|BEGREP-184].;fortegnelse, liste, kartotek eller lignende som er lagret systematisk slik at opplysninger enkelt kan finnes igjen.;Bokmål;Faglig definisjon;;;;"- [Matrikkelen|BEGREP-651] 
- Enhetsregisteret 
- Aa-registeret 
- [TPS|BEGREP-547]"
BEGREP-274;Ident;;representasjon av en [bruker|BEGREP-375] og [ressurs|BEGREP-14].;Bokmål;Faglig definisjon;;;;"User object a123456 i adeo.no Active Directory er en ident
Brukeren abc1234 i RACF/ATK på stormaskinen er en ident
Brukeren a123456 i Arena er en ident
User object srvPesys i preprod.local Active Directory er en ident
Brukeren 01018012345 i ID-porten er en ident"
BEGREP-262;Vilkårssett;Et vilkårssett kan består av kumulative vilkår der alle vilkårene, eller eventuelle unntaksvilkår, må være oppfylt.;flere enn ett [vilkår|BEGREP-261] som beskriver betingelsene for å få en gitt rettighet.;Bokmål;Faglig definisjon;;;;"- Inngangsvilkårene i folketrygdloven 
- Vilkårene for å få uføretrygd 
- Vilkårene for å førerkort"
BEGREP-261;Vilkår;"Resultatet kan være bindende både for eksterne [aktører|BEGREP-297] og [NAV|BEGREP-121]. 
For en gitt rettighet, for eksempel en [ytelse|BEGREP-133], vil det stort sett alltid være flere vilkår, som sammen utgjør [vilkårssettet|BEGREP-262] for denne rettigheten.";en betingelse som må være oppfylt for at en [aktør|BEGREP-297] får et rettslig bindende resultat.;Bokmål;Faglig definisjon;;Grunnleggende juridisk metode. Side 35. (2005). Boe, Erik. Oslo: Universitetsforlaget.;;"- Et vilkår for å ha stemmerett er at den som ønsker å stemme må ha fylt 18 år. 
- Et vilkår for behandling av [personopplysninger|BEGREP-183] er at man på forhånd har et uttrykkelig angitt [formål|BEGREP-155] 
- For å få rett til [dagpenger|BEGREP-972] må man ha tapt arbeidsinntekt som [arbeidstaker|BEGREP-179] på grunn av arbeidsløshet."
BEGREP-259;Sensitiv personopplysning;;"en [personopplysning|BEGREP-182] som sier noe om et av følgende punkter: 
""rasemessig eller etnisk bakgrunn, eller politisk filosofisk eller religiøs oppfatning."" 

""at en person har vært mistenkt, siktet, tiltalt eller dømt for en straffbar handling"" 

""helseforhold"" 

""seksuelle forhold"" 

""medlemskap i fagforeninger""";Bokmål;Legaldefinisjon;;LOV-2000-04-14-31 Lov om behandling av personopplysninger (personopplysningsloven). § 2 nr. 8;;
BEGREP-258;Saksopplysning;En saksopplysning kan hentes ut av et [dokument|BEGREP-143] eller et [register|BEGREP-277] og brukes til [saksbehandling|BEGREP-304].;alle [opplysninger|BEGREP-48] som er knyttet til en [sak|BEGREP-55].;Bokmål;Faglig fortolkning;;;;"- navn, adresse og fødselsnummer 
- hendelsesforløp 
- legeattest 
- tidligere fattede [enkeltvedtak|BEGREP-192]"
BEGREP-257;Søknad;En søknad utløser behandlingsplikt, og vil gjennom [behandling|BEGREP-201] føre fram til en [avgjørelse|BEGREP-372].;en [henvendelse|BEGREP-11] om å få tilkjent en rettighet.;Bokmål;Faglig fortolkning;;LOV 2009-12-18 nr 131: Lov om sosiale tjenester i arbeids- og velferdsforvaltningen § 18.;Krav;"- Søknad om [dagpenger|BEGREP-972] 
- Søknad om [hjelpemiddel|BEGREP-811] 
- [Arbeidsgivers|BEGREP-193] søknad om refusjon av [sykepenger|BEGREP-1020] 
- Prosessledende avgjørelser 
- Søknad om [ytelse|BEGREP-133] 
- Søknad om [tjeneste|BEGREP-970] 

Unntak: 
Søknad om [stilling|BEGREP-816]"
BEGREP-232;Interessent;;et individ, gruppe av mennesker eller organisasjon som kan påvirke, bli påvirket eller oppfatte seg selv som påvirket av en beslutning eller aktivitet.;Bokmål;Faglig definisjon;;Kvalitetsprosjektet i NAV;;
BEGREP-201;Behandling;"Dette inkluderer innsamling, registrering, sammenstilling, oppbevaring, lagring, utlevering eller en kombinasjon av disse. 

I kontakt med [brukere|BEGREP-20] vil behandling være en respons på en [hendelse|BEGREP-605] som kan ha betydning for en brukers forhold til [NAV|BEGREP-121]. 

MERK: For ""behandling"" slik det benyttes i forvaltningsloven, se [""saksbehandling""|BEGREP-304].";enhver bruk, anvendelse, opprettelse, vurdering eller endring av noe, gjør dette til gjenstand for behandling.;Bokmål;Faglig definisjon;;"Magne Rommetveit (2000 3. utgave), Med andre ord, Det norske Samlaget, s. 79: 
LOV-2000-04-14-31 Lov om behandling av personopplysninger (personopplysningsloven) § 2 nr. 2.";;"Ulike typer behandlinger kan blant annet være: 
- Å behandle [søknad|BEGREP-257] om [ytelse|BEGREP-133], og fatte [vedtak|BEGREP-56]. 
- Å drøfte noe i et møte. 
- Å behandle [arbeidsgivers|BEGREP-193] søknad om tilskudd, og beslutte om søknaden skal innvilges. 
- Å lese og tolke et mottatt [dokument|BEGREP-143]. 
- Å oppdatere [informasjon|BEGREP-48] som angir videre behandling av dokumentet."
BEGREP-200;Kostnadssted;"Alle enheter som har en egen leder med et tildelt budsjett, har et kostnadssted. I regnskapet angir kostnadsstedet hvilken enhet som kostnaden skal belastes, eller inntekten skal inntektsføres under. 

Som hovedregel er kostnadssted det samme som ansvarssted, dvs. der budsjettansvaret ligger. 

Et kostnadssted må: 
- være et fysisk sted, altså et kontor, en seksjon eller en avdeling i en enhet 
- ha fått tildelt et budsjett";en [organisasjonsenhet|BEGREP-207] med et tildelt budsjett der man regnskapsfører enhetens utgifter og/eller inntekter.;Bokmål;Folkelig forklaring;Ansvarssted, koststed;"""Kostnadsstader per 31.07.2014"". Hentet 4. august 2014 fra https://navet.adeo.no/ansatt/Etatstjenester/St%C3%B8ttefunksjoner/%C3%98konomi+og+regnskap/_attachment/805373099?_ts=1479171e3d0&download=true";;"- NAV Kontaktsenter Østfold 
- NAV Arbeidslivssenteret i Finnmark 
"
BEGREP-199;Arbeidssted;"Et arbeidssted er et fysisk sted, men kan også være knyttet til [organisatorisk enhet|BEGREP-207]. 

Arbeidssted vil ha en en-til-en relasjon mot Bedriftsnummer i Enhetsregisteret.";der en [ressurs|BEGREP-14] i [NAV|BEGREP-121] har sitt arbeide.;Bokmål;Folkelig forklaring;;Relasjon mellom ansatt og bedriftsnummer i Agresso.;;"- Øyvind jobber i Sannergata 2 - for Direktoratet 
- Anne jobber i Sannergata 2 - for NAV-kontoret"
BEGREP-198;Skriftlig;"""også elektronisk melding når informasjonen i denne er tilgjengelig også for ettertiden"".";"""i skrevet form"".";Bokmål;Faglig definisjon;;"""Skriftlig"". Hentet fra Bokmålsordboka 29. april 2013 fra www.sprakradet.no; 
LOV-1967-02-10 Lov om behandlingsmåten i forvaltningssaker (forvaltningsloven) § 2 bokstav g";;"- epost 
- faks 
- utskrift"
BEGREP-197;Offentlig tjenestemann;;"en «offentlig tjenestemann, en embetsmann eller annen som er ansatt i statens eller en kommunes tjeneste"".";Bokmål;Legaldefinisjon;;LOV 1967-02-10 nr 00: Lov om behandlingsmåten i forvaltningssaker (forvaltningsloven) § 2 d.;;"- Statsministeren 
- En saksbehandler hos Statens Vegvesen 
- NAV-direktøren"
BEGREP-196;Forskrift;;«c) forskrift , et [vedtak|BEGREP-56] som gjelder rettigheter eller plikter til et ubestemt antall eller en ubestemt krets av [personer|BEGREP-165].»;Bokmål;Legaldefinisjon;;LOV-1967-02-10 Lov om behandlingsmåten i forvaltningssaker (forvaltningsloven) § 2 bokstav c;;"- Forskrift om arbeidsgiver- og arbeidstakerregisteret 
- Endringsforskrift"
BEGREP-195;Saksdokument;"""Eit dokument er oppretta når det er sendt ut av organet. Dersom dette ikkje skjer, skal dokumentet reknast som oppretta når det er ferdigstilt."" 

I [Joark|BEGREP-636] tilsvarer opprettet i denne betydningen [""journalført""|BEGREP-28] (status FL eller FS) eller ""ekspedert"" (status E). 
Saksdokumenter som hører til samme [sak|BEGREP-55], f.eks. hoveddokument og eventuelle vedlegg, beskrives i en og samme [journalpost|BEGREP-256]. 

Arkivverket skiller mellom [fagsak|BEGREP-380] og [egenforvaltningssak|BEGREP-381]. 

Se også [dokument|BEGREP-143], [forvaltningsnotat|BEGREP-39].";"""et [dokument|BEGREP-143] som er kommet inn til eller lagt fram for et organ, eller som organet selv har opprettet, og som gjelder ansvarsområdet eller virksomheten til organet""";Bokmål;Legaldefinisjon;;LOV-2006-05-19-16 Lov om rett til innsyn i dokument i offentleg verksemd (offentleglova) § 4.;;"[Søknad|BEGREP-257]. 
Dokumenter sendt på høring. 
Dokumenter som inneholder administrative avgjørelser. 
[Melding om vedtak|BEGREP-59]. 
Innhentede inntektsopplysninger 
Attest om opparbeidete rettigheter i Norge. 
Forvaltningsnotat 
[Internt notat|BEGREP-302] 
Posteringsgrunnlag 
[Fullmakt|BEGREP-278] 
Skriftlig spørring etter flere saksopplysninger, f.eks. inntekt eller oppholdsstatus."
BEGREP-194;Utøvelse av offentlig myndighet;[NAV|BEGREP-121] har fått delegert myndighet fra et overordnet [organ|BEGREP-849] gjennom lovhjemmel eller annet kompetansegrunnlag, og utøver sin offentlige myndighet ved å fatte [vedtak|BEGREP-56] og ta [beslutninger|BEGREP-478].;"statens eller [offentlige myndigheters|BEGREP-852] utøvelse av sin ""rett til å bestemme over sine undersåtter"".";Bokmål;Faglig fortolkning;Utøvelse av offentlig kompetanse;Forvaltningsrett. Side 48. (1996) Eckhoff, T. og Smith, E. Oslo: Universitetsforlaget.;;"- NAV fatter et [enkeltvedtak|BEGREP-192] 
- Skatteetaten krever inn skatter og avgifter 
- NAV avslår søknad om [innsyn|BEGREP-385] 
- kemneren bøtelegger noen"
BEGREP-193;Arbeidsgiver;"""Det samme gjelder den som benytter seg av arbeidstaker i forbindelse med undersøkelse etter og utnyttelse av undersjøiske petroleumsforekomster på den norske kontinentalsokkelen og dertil knyttet virksomhet og arbeid. 

Som arbeidsgiver anses i alle tilfeller den som selv eller ved fullmektig utbetaler vederlag som skal innberettes til ligningsmyndighetene. Dette gjelder også for arbeid som utføres på Svalbard, Jan Mayen, norske biland og i utlandet eller på utenlandsregistrerte skip eller flyttbare innretninger."" 
";"""enhver som benytter seg av [arbeidstaker|BEGREP-179] for utførelse av arbeid mot vederlag i Norge eller på [NOR- eller NIS-registrerte skip|BEGREP-392] og flyttbare innretninger, er å anse som arbeidsgiver etter forskriften.""";Bokmål;Legaldefinisjon;;FOR-2008-08-18-942 Forskrift om arbeidsgiver- og arbeidstakerregisteret § 3 nr. 1;;
BEGREP-192;Enkeltvedtak;;"""et [vedtak|BEGREP-56] som gjelder rettigheter eller plikter til en eller flere bestemte [personer|BEGREP-165].""";Bokmål;Legaldefinisjon;Vedtak;LOV 1967-02-10 nr 00: Lov om behandlingsmåten i forvaltningssaker (forvaltningsloven) § 2 b;;"- Avslag på foreldrepenger 
- Innvilgelse av parkeringsbevis for handicappede 
- Tilbakebetalingskrav fra [NAV|BEGREP-121] 
- Vedtak om at savnet person anses for å være død"
BEGREP-191;Enumerasjon;"Det kan eksistere flere versjoner av samlingen og kodene er unike innenfor den enkelte versjon. 
I [kodeverk|BEGREP-465] er det enumerasjonen som er [identifikatoren|BEGREP-619] for den enkelte verdi.";en samling av [koder|BEGREP-631] der hver enkelt kode er unik innenfor samlingen.;Bokmål;Faglig definisjon;Nummerering, kode.;http://confluence.adeo.no/display/Modernisering/IA+-+Felles+kodeverk;;Samlingen M, K, U, eller Mann, Kvinne og Ukjent, er en enumerasjon.
BEGREP-190;Kodeliste;"Det kan eksistere flere versjoner av samlingen og kodene er unike innenfor den enkelte versjon. 
Termen i kodelisten fungerer som [dekode|BEGREP-676].";en samling av [koder|BEGREP-631] der hver enkelt kode er unik innenfor samlingen, og der hver enkelt kode er tilknyttet en [term|BEGREP-474] uttrykt i ett eller flere språk.;Bokmål;Faglig definisjon;;;;"Kodelisten Utlandsoppholdstyper som kommer fra [TPS|BEGREP-547] inneholder kun en kode. 

Eksempel på kodeliste. 
||Kode||Term|| 
|M|Mann| 
|K|Kvinne| 
|U|Ukjent|"
BEGREP-189;Kodeliste med forklaring;"Det kan eksistere flere versjoner av samlingen og kodene er unike innenfor den enkelte versjon. 
I NAV er det kodeliste med forklaring som er ansett som idealet når man skal benytte [kodeverk|BEGREP-465].";en samling av [koder|BEGREP-631] der hver enkelt kode er unik innenfor samlingen, og der hver enkelt kode er tilknyttet en [term|BEGREP-474] og forklaring uttrykt i ett eller flere språk.;Bokmål;Faglig definisjon;;Helsedirektoratet, http://www.volven.no/categoryres.asp?catID=3;;"Eksempler på NAV-interne kodeverk: 
- [Tema|BEGREP-38] 

Eksempler på kodeverk fra andre som NAV bruker: 
- Standard for yrkesklassifisering (STYRK08) http://www.ssb.no/stabas/ 
- Standard for næringsgruppering (SN2007) http://www.ssb.no/stabas/ 
- Innvandringskategori http://www.ssb.no/stabas/ 
- Kommuner http://www.ssb.no/stabas/ 
- Bydel http://www.ssb.no/stabas/ 
- Delområder og grunnkretser http://www.ssb.no/stabas/ 
- International Classfication of Diseases (ICD-10) http://www.kith.no 
- International Classification of Primary Care (ICPC-2e) http://www.kith.no"
BEGREP-188;Samtykke til behandling av personopplysninger;"Samtykke må som hovedregel innhentes dersom [behandlingsansvarlig|BEGREP-185] ønsker å behandle [personopplysninger|BEGREP-182] om en [bruker|BEGREP-20] uten at behandlingen er hjemlet i lov eller har annet rettslig behandlingsgrunnlag. Eksempler på situasjoner som mangler slikt behandlingsgrunnlag kan være dersom man ønsker å bruke opplysninger til et annet formål enn det de er innhentet for, eller utlevere personopplysninger til en tredje part utover det man har lovhjemmel for. 

For at samtykket anses som frivillig, forutsettes det at å nekte samtykke må fremstå som et reelt alternativ. Den registrerte skal være informert om hvilke opplysninger som brukes til hvilket [formål|BEGREP-155] og eventuelle konsekvenser av dette og den registrerte må aktivt gi sitt samtykke. 

Et samtykke til behandling av personopplysninger kan alltid trekkes tilbake av den registrerte.";"""en frivillig, uttrykkelig og informert erklæring fra den [registrerte|BEGREP-187] om at han eller hun godtar [behandling|BEGREP-201] av opplysninger om seg selv""";Bokmål;Legaldefinisjon;;"LOV-2000-04-14-31 Lov om behandling av personopplysninger (personopplysningsloven) § 2 nr. 7 og §§ 8 og 9; 
""Samtykke som behandlingsgrunnlag"". Hentet 20. august 2013 fra http://navet.adeo.no/ansatt/Etatstjenester/St%C3%B8ttefunksjoner/Personvern%2C+informasjonssikkerhet+og+beredskap/Utfyllende+informasjon/_attachment/261720?_ts=12cf90e5598.";;"- Bruker gir [NAV|BEGREP-121] tillatelse til å dele CV med potensielle arbeidsgivere. 
- Bruker aksepterer å delta i en brukerundersøkelse i NAV."
BEGREP-187;Registrert;;"""den som en [personopplysning|BEGREP-182] kan knyttes til"".";Bokmål;Legaldefinisjon;;LOV-2000-04-14-31 Lov om behandling av personopplysninger (personopplysningsloven) § 2 nr 6;;"I folkeregisteret vil personopplysningen ""[bostedsadresse|BEGREP-382]"" kunne knyttes til vedkommende som har meldt flytting til denne adressen."
BEGREP-185;Behandlingsansvarlig;Den behandlingsansvarlige har ansvaret for at personopplysninger behandles innenfor lovens rammer, samt sikre kvaliteten og informasjonssikkerheten til opplysningene. Behandlingsansvaret vil som regel plasseres ved øverste instruksjonsmyndighet. Myndigheten til å behandle personopplysninger delegeres som regel nedover i organisasjonen (f.eks. til Ytelsesavdelingen).;"""den som bestemmer [formålet|BEGREP-155] med behandlingen av [personopplysninger|BEGREP-183] og hvilke hjelpemidler som skal brukes"".";Bokmål;Legaldefinisjon;;LOV 2000-04-14 nr 31: Lov om behandling av personopplysninger (personopplysningsloven) § 2 nr. 4;;
BEGREP-184;Personregister;;"""registre, fortegnelser m.v. der [personopplysninger|BEGREP-182] er lagret systematisk slik at opplysninger om den enkelte kan finnes igjen""";Bokmål;Legaldefinisjon;;LOV 2000-04-14 nr 31: Lov om behandling av personopplysninger (personopplysningsloven) § 2 nr. 3;;
BEGREP-183;Behandling av personopplysning;;"""enhver bruk av [personopplysninger|BEGREP-182], som f.eks. innsamling, registrering, sammenstilling, lagring og utlevering eller en kombinasjon av slike bruksmåter"".";Bokmål;Legaldefinisjon;;LOV-2000-04-14-31 Lov om behandling av personopplysninger (personopplysningsloven) § 2 nr. 2.;;
BEGREP-182;Personopplysning;En opplysning kan være knyttet til en enkeltperson direkte eller indirekte. Opplysninger som enda ikke er knyttet til en person vil være en personopplysning dersom det er sannsynlig at tilknytningen kan skje med midler det er rimelig å forvente at noen kan benytte. Typisk vil dette være midler det er lovlig å benytte.;"""[opplysninger|http://jira.adeo.no/browse/BEGREP-48] og vurderinger som kan knyttes til en [enkeltperson| http://jira.adeo.no/browse/BEGREP-165].""";Bokmål;Legaldefinisjon;;LOV-2000-04-14-31 Lov om behandling av personopplysninger (personopplysningsloven) § 2 nr. 1;;"- De fleste opplysninger som benyttes i saksbehandling er personopplysninger. 
- [Fødselsnummer |http://jira.adeo.no/browse/BEGREP-182] er en personopplysning med en direkte tilknytning til personen. 
- Registreringnummer til bil kan være en personopplysning med en indirekte tilknytning. For eksempel hvis man har informasjon om hvor en bil befant seg på et gitt tidspunkt."
BEGREP-181;Overgangsstønad;;en folketrygdytelse som ytes til enslig mor eller far som på grunn av omsorg for barn er midlertidig ute av stand til å forsørge seg selv ved eget arbeid, eller først etter en tid med omstilling eller utdanning kan få et arbeid.;Bokmål;Rettslig definisjon;;LOV-1997-02-28-19 Lov om folketrygd (folketrygdloven) §15-5;;
BEGREP-179;Arbeidstaker;"""For at noen skal anses som en arbeidstaker, må det foreligge en [arbeidsavtale|BEGREP-456] e.l.""";"""med arbeidstaker menes enhver som arbeider i annens tjeneste for lønn eller annen godtgjørelse.""";Bokmål;Legaldefinisjon;;"LOV-1997-02-28-19 Lov om folketrygd (folketrygdloven) § 1-8; 
""Arbeidstaker"". I: Jusleksikon. Gisle, J. (2005) Oslo: Kunnskapsforlaget; 
LOV-2005-06-17-62 Lov om arbeidsmiljø, arbeidstid og stillingsvern mv. (arbeidsmiljøloven) § 14-12";;
BEGREP-169;Klassifisering;"Klassifisering gjør at man kan finne igjen informasjon, sortere, gradere, hente ut statistikk, organisere arbeid eller lignende. 

Klassifisering gjør det også mulig å automatisere.";"""ordning, inndeling i klasser eller grupper.""";Bokmål;Folkelig forklaring;Kategorisering;"""Klassifisering"" I: Norsk bokmålsordbok. (2014). Oslo: Kunnskapsforlaget.";;"- Sortering av dokumenter (BEGREP-143) etter hvilket område innholdet i dokumentet er relatert til. 
- Sikkerhetsklassifisering 
- Klassifisering av informasjon i databaser, registre og fagsystemer etter fagområde eller tema. 

"
BEGREP-168;Fødselsnummer;"Fødselsnummeret består av elleve siffer, der de seks første sifrene er vedkommendes fødselsdato i rekkefølge to siffer for dag, to for måned, to for år. De fem siste sifrene er [personnummeret|BEGREP-1885]. 

Fødselsnummeret tildeles i Det sentrale folkeregister og administreres av Skattedirektoratet. 
";"en [identifikator|BEGREP-619] for [personer|BEGREP-165] som er registrert i folkeregisteret. 
";Bokmål;Faglig fortolkning;Fødsels- og personnummer;FOR-2017-07-14-1201: Forskrift til folkeregisterloven § 2-2-1;;
BEGREP-166;Periode;Tidspunktet kan oppgis med ulik oppløsning, for eksempel måned, dato, dato og klokkeslett.;en periode (fortid, nåtid, fremtid) er avgrenset ved et fra og med tidspunkt og et til og med tidspunkt langs en tidsakse.;Bokmål;Folkelig forklaring;Tidsperiode;;;
BEGREP-165;Fysisk person;"I dagligtale benyttes ofte ""person"" for å beskrive fysisk person.";enkeltmenneske.;Bokmål;Folkelig forklaring;Person, enkeltperson;;;
BEGREP-164;Ugyldig dato;;en dato som ikke er i på forhånd avtalt eller angitt form, eller som har ugyldig verdi på minst en av verdiene dag, måned eller år.;Bokmål;Folkelig forklaring;;;;"- 30.2.13 
- Kl. 25.40 
- Trettiførste april"
BEGREP-163;Utbetaling;I NAV brukes begrepet utbetaling om både elektronisk overføring og utbetalingskort eller sjekk.;en overføring av et [beløp|BEGREP-359] fra [NAV|BEGREP-121]s arbeidskonto til en mottaker, på bankkonto, utbetalingskort eller sjekk.;Bokmål;Faglig definisjon;;;;
BEGREP-159;Sensitivt dokument;Selv om [personopplysningene|BEGREP-182] i dokumentet i seg selv ikke er sensitive, kan dokumentets kontekst eller sammenstilling av personopplysningene gjøre [opplysningen|BEGREP-834] sensitiv.;et [dokument|BEGREP-143] som inneholder minst en [sensitiv personopplysning|BEGREP-259].;Bokmål;Faglig fortolkning;;LOV-2000-04-14-31 Lov om behandling av personopplysninger (personopplysningsloven) § 2 nr 8;;"- Brev som er adressert til privatperson med mottaksadresse i fengsel. 
- Sykemelding fra lege til NAV. 
- Tradisjonelt har alle strukturerte dokumenter som inneholder fritekstfelt blitt klassifisert som sensitive fordi det ikke er mulig å hindre at brukeren skriver sensitive opplysninger i fritekstfeltet."
BEGREP-156;Forsendelse;"En forsendelse kan bestå av ett eller flere [dokumenter|BEGREP-143] eller gjenstander som sendes samlet via en hvilken som helst [kanal|BEGREP-67]. Forsendelsen har én avsender og/eller én mottaker. 

Hvis den nødvendige dokumentasjonen til en søknad kommer til [NAV|BEGREP-121] på to forskjellige tidspunkt, regnes det som to separate forsendelser. De beskrives i hver sin journalpost i arkivet.";noe som sendes inn til, ut fra eller internt i en [virksomhet|BEGREP-835].;Bokmål;Faglig fortolkning;Pakke, Innsending, Utsending, Befordring, Transaksjon;;;"- Dokumenter eller gjenstander sendt inn til NAV via hvilken som helst kanal 
- Dokumenter sendt fra NAV-kontor til scanning 
- Melding om vedtak sendt til brukerens digitale postkasse 
- Sykmelding sendt inn via Norsk helsenett til Ei@løsningen"
BEGREP-155;Formål;"Dette begrepet er hentet fra personopplysningslovens ""formål med behandling av personopplysninger"". 

All bruk av personopplysninger i [NAV|BEGREP-121] må være knyttet til et formål. 

Formålet er definerende for hvilket behandlingsgrunnlag (samtykke, lovhjemmel eller nødvendigshetsgrunnene i personopplysningsloven §§ 8-9) som benyttes til å hente inn en personopplysning. 

Formålet bestemmes av [behandlingsansvarlig|BEGREP-185]. En personopplysning kan ikke benyttes til andre formål som er uforenelige med det opprinnelige formålet de ble innhentet for. 

Statistikk til samfunnsnyttige formål gir unntak fra regelen som hindrer gjenbruk.";et forhåndsdefinert bruksområde for en [personopplysning|BEGREP-182].;Bokmål;Faglig fortolkning;;LOV 2000-04-14 nr 31: Lov om behandling av personopplysninger (personopplysningsloven) § 8, 9 og 11.;;NAV innhenter en [person|BEGREP-165]s sykemelding for å vurdere om vilkår for søknad om sykepenger er oppfylt. Denne informasjonen kan gjenbrukes til andre helserelaterte formål.
BEGREP-153;Arkivert;"Når en registrering er arkivert, kan metadata bare endres av autoriserte brukere. Endringene må da kunne spores, fordi selve dokumentet aldri skal kunne endres. 

Arkivert kan også bety at behandlingen er avsluttet, papirdokumentet er lagt inn i saksmappa og elektronisk dokument er avsluttet. 

I [NAVs|BEGREP-121] fagarkiv, Joark, finnes p.t. ikke status ""arkivert"". I praksis innebærer ""arkivert"" i Joark at journalposten har en av følgende statuskoder: 
- J (Journalført - gjelder inngående dok.) 
- FL (Ferdig og klar for lokal utskrift - gjelder notater og utgående dok.) 
- FS (Ferdig og klar for sentral utskrift - gjelder utgående) 
- E (Ekspedert - gjelder dokumenter som er distribuert/sendt ut fra NAV) 

For at et dokument skal kunne deponeres eller avleveres, må det ha status ""arkivert"".";en status i [arkivet|BEGREP-633] på en [registering|BEGREP-374] som angir at et [dokument|BEGREP-143] og tilhørende [metadata|BEGREP-61] er endelig og beskyttet mot endring.;Bokmål;Faglig fortolkning;Journalført;NOARK 5 v3.1 (pdf). Side 130.;;
BEGREP-150;Part;Både [fysisk person|BEGREP-165] og [juridisk person|BEGREP-283] kan være part.;"en ""person som en avgjørelse retter seg mot eller som [saken|BEGREP-55] ellers direkte gjelder"".";Bokmål;Legaldefinisjon;;LOV-1967-02-10 Lov om behandlingsmåten i forvaltningssaker (forvaltningsloven) § 2.;;"- Søker om arbeidsledighetstrygd er part i sin egen sak. 
- I en [sak|BEGREP-55] om betaling av barnebidrag vil begge [foreldre|BEGREP-281] være parter i saken. 
- [NAV|BEGREP-121] kan være part i saker mellom NAV og en annen etat eller i forbindelse med innkjøpsavtaler. 
- I en sak som går til domstolene kan NAV være part i saken. 
- I tilfeller der noen opererer med [fullmakt|BEGREP-278] på vegne av en part, vil vedkommende få partsrettigheter i henhold til fullmakter."
BEGREP-142;Bankkontonummer;Gironummer brukes også for eksempel i [TPS|BEGREP-547]. Dette for å skille fra kontonummer som i regnskapskonto. Gironummer er blitt mindre vanlig å bruke i dagligtale, for mange unge folk ikke vet hva en giro er. Termen Gironummer skal utgå over tid.;et nummer bestående av 11 siffer som identifiserer bank, kontoform og konto.;Bokmål;Faglig definisjon;Kontonummer;Altinns brukerguide til endring av bankkontonummer;Gironummer;"- 7174 10 46544 
- 1045 28 19937"
BEGREP-133;Ytelse;En ytelse utløser postering i stønadsregnskapet med grunnlag i et [enkeltvedtak|BEGREP-192]. Ytelser kan tilstås [fysiske personer|BEGREP-165] eller [juridiske personer|BEGREP-283]. Når NAV kjøper tjenester til en bruker kalles det ytelser.;støtte til [NAVs|BEGREP-121] [brukere|BEGREP-20] i form av penger, [naturalia|BEGREP-1378] eller kjøpte [tjenester|BEGREP-970].;Bokmål;Faglig definisjon;;Ytelsesavdelingen;;"- [Alderspensjon|BEGREP-674] 
- Kursstønad til enkeltpersoner, altså [tiltakspenger|BEGREP-936] 
- [Grunn|BEGREP-1371]- og [hjelpestønad|BEGREP-1372] 
- [Hjelpemidler|BEGREP-811] 
- Tilskudd eller [refusjon|BEGREP-1548] for å anskaffe materielle ytelser"
BEGREP-132;Innsatsgruppe;"Innsatsgruppen inngår i [oppfølgingsvedtak|BEGREP-878] som beskriver brukers behov for bistand for å komme ut i arbeid. 

For å få en innsatsgruppe må det være gjennomført en [behovsvurdering|BEGREP-949] eller en [arbeidsevnevurdering|BEGREP-871].";"en kategori som gir [bruker|BEGREP-20] rett til en bestemt type [oppfølging|BEGREP-804]. 

";Bokmål;Faglig definisjon;;"""Innsatsgruppe"". Retningslinjer for oppfølgingsvedtak i NAV ss. 5-6. Hentet 5. april 2016 fra https://navet.adeo.no/ansatt/Fag/Arbeid+og+aktivitet/Relatert+innhold/retningslinjer-14a; 
LOV-2006-06-16-20 Lov om arbeids- og velferdsforvaltningen (arbeids- og velferdsforvaltningsloven) [NAV-loven] § 14a første ledd";"Kvalifiseringsgruppe 
Servicegruppe";
BEGREP-123;Arbeids- og velferdsetaten;"""Arbeids- og velferdsetaten har ansvaret for gjennomføringen av arbeidsmarkeds-, trygde- og pensjonspolitikken.""

""Arbeids- og velferdsetatens virksomhet står under ledelse av Arbeids- og velferdsdirektoratet. Arbeids- og velferdsdirektøren har den daglige ledelsen av direktoratet.""";den statlige delen av [arbeids- og velferdsforvaltningen|BEGREP-122] i Norge.;Bokmål;Faglig fortolkning;;LOV 2006-06-16 nr 20: Lov om arbeids- og velferdsforvaltningen (arbeids- og velferdsforvaltningsloven) [NAV-loven] § 4 og § 3.;;
